idx,customer_id,reason
24,1ee10545984dde49dba1c1fae2a7dc4f,`revenue` is smaller than the `average_discount_used`÷10000.
25,b564f6591b9190e3268b13f6baed7a5c,`revenue` is smaller than the `average_discount_used`÷10000.
26,ed8a503913ebb1842e3c020f1f46ebe1,`revenue` is smaller than the `average_discount_used`÷10000.
27,4c19bc78811974ad029b751c69a5464b,`revenue` is smaller than the `average_discount_used`÷10000.
28,21f42e25cc2d6cefd64328b249781275,`revenue` is smaller than the `average_discount_used`÷10000.
29,ad29ef8a082c2686328be7ec0ddc5bf3,`revenue` is smaller than the `average_discount_used`÷10000.
30,75f815190483f7d35f606615699bda0e,`revenue` is smaller than the `average_discount_used`÷10000.
31,12c59795e06541da56b73da674ce11ef,`revenue` is smaller than the `average_discount_used`÷10000.
32,ed54a21b951a52354c70d275f6a62b33,`revenue` is smaller than the `average_discount_used`÷10000.
33,bfd3d80192e20b0d7ff58898e093390a,`revenue` is smaller than the `average_discount_used`÷10000.
34,c25b419df7975645b96023b99d804a12,`revenue` is smaller than the `average_discount_used`÷10000.
35,cf784001b675ea75fe01102cd851f6be,`revenue` is smaller than the `average_discount_used`÷10000.
36,fc023ad9743a65403e15b0f2a8608701,`revenue` is smaller than the `average_discount_used`÷10000.
37,97360b1891ce4f5aa61c50fbe175091d,`revenue` is smaller than the `average_discount_used`÷10000.
38,e5f345cbd44ab9ab1af0c83eca9afe55,`revenue` is smaller than the `average_discount_used`÷10000.
39,03f191b77b9a0e579596b52a4ece05ad,`revenue` is smaller than the `average_discount_used`÷10000.
40,f833e82f7eec6a24e3a0b95c074a4168,`revenue` is smaller than the `average_discount_used`÷10000.
41,092acf42ab068145e3b6d830803643ad,`revenue` is smaller than the `average_discount_used`÷10000.
42,4ff93c28113d1ee1a3bbe86e09ba8063,`revenue` is smaller than the `average_discount_used`÷10000.
43,088a62376b831865a0d79b0860d950da,`revenue` is smaller than the `average_discount_used`÷10000.
44,9ee6fe865fa1aac8252501559541aaa8,`revenue` is smaller than the `average_discount_used`÷10000.
45,af8d89470380b696f39a2e5b930cc591,`revenue` is smaller than the `average_discount_used`÷10000.
46,baf9d08b72e5b01579cb963c0d19efe7,`revenue` is smaller than the `average_discount_used`÷10000.
47,297afd9e197c9537611c7c658ad27919,`revenue` is smaller than the `average_discount_used`÷10000.
48,23dfeeabeda85db4d98d34e140da8e93,`revenue` is smaller than the `average_discount_used`÷10000.
49,dfb1f9fd43562df41cb4205ac70b0478,`revenue` is smaller than the `average_discount_used`÷10000.
50,865977d864e6edbd827a716124cf5ca4,`revenue` is smaller than the `average_discount_used`÷10000.
51,46acb5ad36a2c9d63343c1b985bf7e48,`revenue` is smaller than the `average_discount_used`÷10000.
52,ba23080a27a79fdb389e2161450147f1,`revenue` is smaller than the `average_discount_used`÷10000.
53,b8b5e855e79b2c59ec04f43afb168112,`revenue` is smaller than the `average_discount_used`÷10000.
54,b43d5d6d3fd6e46724757c8155701c20,`revenue` is smaller than the `average_discount_used`÷10000.
55,5c335ec6adb936633fa266185a80235f,`revenue` is smaller than the `average_discount_used`÷10000.
56,e5684ff213c85796d59033e34e43c477,`revenue` is smaller than the `average_discount_used`÷10000.
57,cac350b9bf11d90b6308996f4c6c0bb1,`revenue` is smaller than the `average_discount_used`÷10000.
58,3387af160f5b71aa3d9fa1b1f3494fe5,`revenue` is smaller than the `average_discount_used`÷10000.
59,badcebfcb81e75cfb05cafb90ebf03b8,`revenue` is smaller than the `average_discount_used`÷10000.
60,ac19ac01bea1ff8abef18b1ebf8654ac,`revenue` is smaller than the `average_discount_used`÷10000.
61,ccdc213d4e762fb20fcb2982b91ad017,`revenue` is smaller than the `average_discount_used`÷10000.
62,1cb8013e56a201e70946dbca768ba0d9,`revenue` is smaller than the `average_discount_used`÷10000.
63,75dec5386aabab4b96270b3af5e69e34,`revenue` is smaller than the `average_discount_used`÷10000.
64,09aa903ef571a99de179913756de460e,`revenue` is smaller than the `average_discount_used`÷10000.
65,5152c9ef54ea40b8b0e9ee215bd13e95,`revenue` is smaller than the `average_discount_used`÷10000.
66,589eaf28ee1f87411842e68e1d896cf8,`revenue` is smaller than the `average_discount_used`÷10000.
67,ec53057416bae15d83153bcb618d29f5,`revenue` is smaller than the `average_discount_used`÷10000.
68,42382d0b4c8f7ecd0038ef17b3e2c303,`revenue` is smaller than the `average_discount_used`÷10000.
69,2b74ef04013bb6240425f28bd6c99140,`revenue` is smaller than the `average_discount_used`÷10000.
70,af68e97176eb30e826b20fea5b4930f2,`revenue` is smaller than the `average_discount_used`÷10000.
71,d780055417b7751a8360e85bddbb0536,`revenue` is smaller than the `average_discount_used`÷10000.
72,bc19a02c8894736c34bdc1c4212e840a,`revenue` is smaller than the `average_discount_used`÷10000.
73,2375cb0ff03ed20b7cfaa9ffe0292c19,`revenue` is smaller than the `average_discount_used`÷10000.
74,bcc31c761d68cdc396fdf873b6dcda10,`revenue` is smaller than the `average_discount_used`÷10000.
75,b4643d61b2d562dfdeb38561076bcb54,`revenue` is smaller than the `average_discount_used`÷10000.
76,8415b8b1c3f5b81214d852609abbc97e,`revenue` is smaller than the `average_discount_used`÷10000.
77,404187338a8100e0b7587d8864057478,`revenue` is smaller than the `average_discount_used`÷10000.
78,be64ecfbc4024f68e4a05f02efffc0ba,`revenue` is smaller than the `average_discount_used`÷10000.
79,6262b1a0620e818e8f1e509ea0daae76,`revenue` is smaller than the `average_discount_used`÷10000.
80,154304a9c3b892f8fabdac78c6350355,`revenue` is smaller than the `average_discount_used`÷10000.
81,87e28e964f5c7cc6f26864d675c6e09e,`revenue` is smaller than the `average_discount_used`÷10000.
82,ca28c454022b1591ecd31f2f712383c8,`revenue` is smaller than the `average_discount_used`÷10000.
83,83f6edbba24ad9ef8c3ca2b53af0a9a9,`revenue` is smaller than the `average_discount_used`÷10000.
84,c959d8c33ffb15a55be9fe7657bdc2c2,`revenue` is smaller than the `average_discount_used`÷10000.
85,837cbdcd8a8770ce55f79ade60aa90af,`revenue` is smaller than the `average_discount_used`÷10000.
86,f2cf9804282a3ae8b7133238df02e8b8,`revenue` is smaller than the `average_discount_used`÷10000.
87,9aa7e434a816037a576b42fb25d40867,`revenue` is smaller than the `average_discount_used`÷10000.
88,5653a0f1e1bb4dc094e6f23c408ee959,`revenue` is smaller than the `average_discount_used`÷10000.
89,ed8dc1f10c1b08e6eeae58e273943c88,`revenue` is smaller than the `average_discount_used`÷10000.
90,c46c96e053b1db7ad03cf3b4f79f5113,`revenue` is smaller than the `average_discount_used`÷10000.
91,cf1c52d3e8716fda33e1e0d2e46a1256,`revenue` is smaller than the `average_discount_used`÷10000.
92,a52763e604f2d6814d21e6455bb41d1b,`revenue` is smaller than the `average_discount_used`÷10000.
93,b303115a900fb130b43e5588e469f142,`revenue` is smaller than the `average_discount_used`÷10000.
94,38cf71db5f45b1d29faaefa5a536b7b3,`revenue` is smaller than the `average_discount_used`÷10000.
95,a53b06dd2491057cd047220b88b51b16,`revenue` is smaller than the `average_discount_used`÷10000.
96,23f764d1b464acdea5e30cf3ff6017fd,`revenue` is smaller than the `average_discount_used`÷10000.
97,29ef8ee8ea08f1b035a7f3cb721af05e,`revenue` is smaller than the `average_discount_used`÷10000.
98,b37a550b2051c980da1590ebf7654cb2,`revenue` is smaller than the `average_discount_used`÷10000.
99,5b9901568a4209feea635331954bb5bb,`revenue` is smaller than the `average_discount_used`÷10000.
100,02673d37794442e479fcdd3f3a957cca,`revenue` is smaller than the `average_discount_used`÷10000.
101,3ba09c416c80208e3890b67fdf44e9af,`revenue` is smaller than the `average_discount_used`÷10000.
102,5e3118e5b9d49f02350a57d6ad625d99,`revenue` is smaller than the `average_discount_used`÷10000.
103,7c98fd81d67cbee0e2e9681bf6d843be,`revenue` is smaller than the `average_discount_used`÷10000.
104,65ef0949e5ea935d7e17cd8d61ae9056,`revenue` is smaller than the `average_discount_used`÷10000.
105,eff4d662cd1b422ba41e35ea904566ae,`revenue` is smaller than the `average_discount_used`÷10000.
106,3db89b85a14772b9f1fee800cac921c9,`revenue` is smaller than the `average_discount_used`÷10000.
107,22bda66601ebeaf55237e2beca65dcfc,`revenue` is smaller than the `average_discount_used`÷10000.
108,d7c9e7f9aad64bc11ebabcbd20cdc36a,`revenue` is smaller than the `average_discount_used`÷10000.
109,8d9fdcea0c134e8ea7121c6dc74f0a2e,`revenue` is smaller than the `average_discount_used`÷10000.
110,a0ebbec57457aa4b6b25c15fb4bd9248,`revenue` is smaller than the `average_discount_used`÷10000.
111,71eb18bac76e94c26222e6a92ffd5742,`revenue` is smaller than the `average_discount_used`÷10000.
112,e5c3d07e4ac8640f831c9e35a1aa3ebf,`revenue` is smaller than the `average_discount_used`÷10000.
113,fc055a450c176781d694c0f97db15542,`revenue` is smaller than the `average_discount_used`÷10000.
114,6e512ff603bfdb86a334d96f05f6f80b,`revenue` is smaller than the `average_discount_used`÷10000.
115,acbf0a82cfcfa6840c6b9454b4b0e3b0,`revenue` is smaller than the `average_discount_used`÷10000.
116,da8d0a22da0307caddd869662d293d05,`revenue` is smaller than the `average_discount_used`÷10000.
117,547e40edb4bef538e35ed70f56aeaa96,`revenue` is smaller than the `average_discount_used`÷10000.
118,3e35e400e86882778c21542dc36d7be1,`revenue` is smaller than the `average_discount_used`÷10000.
119,c3208088ed56d9748f0e9e7b0301b05e,`revenue` is smaller than the `average_discount_used`÷10000.
120,50ce92160e7bf56fda2fbc24b6a5bf51,`revenue` is smaller than the `average_discount_used`÷10000.
121,5afbff9c3e88603daefb5980671a9085,`revenue` is smaller than the `average_discount_used`÷10000.
122,8ee3fe086bb3298b9b9e79d9745ae112,`revenue` is smaller than the `average_discount_used`÷10000.
123,424d4fbfaf2019613dfac15f71e73af5,`revenue` is smaller than the `average_discount_used`÷10000.
124,6802c714b8dd61f16695a2bac21788c0,`revenue` is smaller than the `average_discount_used`÷10000.
125,6837d1076cf09cc68aabcc67075c62a7,`revenue` is smaller than the `average_discount_used`÷10000.
126,b9da52eb6260acd569191043dae1bee3,`revenue` is smaller than the `average_discount_used`÷10000.
127,3ba5c92234931564e664255df701e1c2,`revenue` is smaller than the `average_discount_used`÷10000.
128,6d1971a5bbfdf8b93b82fdfdf766fe3e,`revenue` is smaller than the `average_discount_used`÷10000.
129,9fed0425143c2921b9186b8b46f87015,`revenue` is smaller than the `average_discount_used`÷10000.
130,44932aa97b88335c01696eb7a490e863,`revenue` is smaller than the `average_discount_used`÷10000.
131,34a98344d61b588c41924393d01f1c8a,`revenue` is smaller than the `average_discount_used`÷10000.
132,619f9ef3bad43fe938bc18ff686681b7,`revenue` is smaller than the `average_discount_used`÷10000.
133,24a7d79f5b3476b490a3f7138078c5d1,`revenue` is smaller than the `average_discount_used`÷10000.
134,299c3ee3510b6986809ea3388e104dbc,`revenue` is smaller than the `average_discount_used`÷10000.
135,00fa436eaa4f33acec4a86b32241b2b2,`revenue` is smaller than the `average_discount_used`÷10000.
136,456c4a96ec02da3b3123604954df4ac3,`revenue` is smaller than the `average_discount_used`÷10000.
137,7487a7b167f18221c7d5fd507eda3bc7,`revenue` is smaller than the `average_discount_used`÷10000.
138,c156783b8f7f61bfe135097be4968ae7,`revenue` is smaller than the `average_discount_used`÷10000.
139,42f2f71c1c23ac4ef580e71ac0e629e2,`revenue` is smaller than the `average_discount_used`÷10000.
140,2f902709d5ca16edf7521f18bbfeabb4,`revenue` is smaller than the `average_discount_used`÷10000.
141,32771013c4f052944f440937c1ec766e,`revenue` is smaller than the `average_discount_used`÷10000.
142,041ff11ae11a6203e707bcb802043fed,`revenue` is smaller than the `average_discount_used`÷10000.
143,a264759afb7146dbd8be4a946793aea1,`revenue` is smaller than the `average_discount_used`÷10000.
144,5ea6860a21ddc4428abd6b90aea87a46,`revenue` is smaller than the `average_discount_used`÷10000.
145,bfa2b86fbc377fd75f04164403b01b43,`revenue` is smaller than the `average_discount_used`÷10000.
146,a60ed7c635f5cff3c065b092d0b2c479,`revenue` is smaller than the `average_discount_used`÷10000.
147,12cd0dc59ad755067602c21aa47d017f,`revenue` is smaller than the `average_discount_used`÷10000.
148,1c37912a6bff8b2ee06bb605fdd985d9,`revenue` is smaller than the `average_discount_used`÷10000.
149,99dd1a2536b995adf78d467c68b34589,`revenue` is smaller than the `average_discount_used`÷10000.
150,6e26d136c7afb54722b9df6b111c7b41,`revenue` is smaller than the `average_discount_used`÷10000.
151,d524e61bf221aa3b57d6b4490a1ae9b1,`revenue` is smaller than the `average_discount_used`÷10000.
152,9e12fa282174e26fefec7b120ada4b90,`revenue` is smaller than the `average_discount_used`÷10000.
153,c67f872939476d5abd3a1437f3a1d964,`revenue` is smaller than the `average_discount_used`÷10000.
154,3eb0356fe84ab7c2f2ce472046882253,`revenue` is smaller than the `average_discount_used`÷10000.
155,a8425bb7a79a71e43f31542a3788747a,`revenue` is smaller than the `average_discount_used`÷10000.
156,0524106996d34d57f5d2f582cf85b2a1,`revenue` is smaller than the `average_discount_used`÷10000.
157,6e4324c892ca194cf9d0f3f24dee7da9,`revenue` is smaller than the `average_discount_used`÷10000.
158,aa90889f108b9a137108693bd442287f,`revenue` is smaller than the `average_discount_used`÷10000.
159,73a332c9a36f473391574102f94c4b48,`revenue` is smaller than the `average_discount_used`÷10000.
160,6a6204be97468b27e0664335f419fc2a,`revenue` is smaller than the `average_discount_used`÷10000.
161,2bb6855d0679b1ba7507c402b09de1ad,`revenue` is smaller than the `average_discount_used`÷10000.
162,d0ed3e165127f485cfe73576ea29c0b9,`revenue` is smaller than the `average_discount_used`÷10000.
163,a432e9a708b10559c6d6a614119050a9,`revenue` is smaller than the `average_discount_used`÷10000.
164,0820d9eef50a496133bf4955b2e37a9f,`revenue` is smaller than the `average_discount_used`÷10000.
165,6999e26255edc415c4c77dad59315c87,`revenue` is smaller than the `average_discount_used`÷10000.
166,69fb3b7231acc5f891a03ea2e21abded,`revenue` is smaller than the `average_discount_used`÷10000.
167,400975cff0fa0cec9543857d5e27a9a4,`revenue` is smaller than the `average_discount_used`÷10000.
168,33a9f61a57e615e9d373f75adb7f1e52,`revenue` is smaller than the `average_discount_used`÷10000.
169,38f3a98cf79925b1df4dc87c420e8162,`revenue` is smaller than the `average_discount_used`÷10000.
170,c1e3b5344e659d59089c04e8d8532c41,`revenue` is smaller than the `average_discount_used`÷10000.
171,241efd56a673156f44c6f0c929063ea2,`revenue` is smaller than the `average_discount_used`÷10000.
172,8c381e3463ab793d0aba7570abfde828,`revenue` is smaller than the `average_discount_used`÷10000.
173,86b1aad51035c72b3c7cd1deee0fdfc2,`revenue` is smaller than the `average_discount_used`÷10000.
174,0494e288b93c428e4874dc4a8f285547,`revenue` is smaller than the `average_discount_used`÷10000.
175,0896115f7c5219ee720e47034c17bfc6,`revenue` is smaller than the `average_discount_used`÷10000.
176,974b107e96d13cfa5176ff7c23a2770b,`revenue` is smaller than the `average_discount_used`÷10000.
177,52a8ddb010eeb232748c6249d708a0ce,`revenue` is smaller than the `average_discount_used`÷10000.
178,0540aa84fb1c751f07f802d1ad33a30a,`revenue` is smaller than the `average_discount_used`÷10000.
179,5c0e17157bf19cf19b6bb559be2eb813,`revenue` is smaller than the `average_discount_used`÷10000.
180,82c43ad9f09d396c453c97e5d04585fc,`revenue` is smaller than the `average_discount_used`÷10000.
181,638ba8b685575693647098e5f32ed94b,`revenue` is smaller than the `average_discount_used`÷10000.
182,e5f3b80cabae9ea54d2d3e4812231949,`revenue` is smaller than the `average_discount_used`÷10000.
183,87f983a4134004e38478fe175525bf2d,`revenue` is smaller than the `average_discount_used`÷10000.
184,8fa9a50a7e1be9af08bd9bae91d3f88d,`revenue` is smaller than the `average_discount_used`÷10000.
185,eb3937bdddfc492651d415cd6292fb19,`revenue` is smaller than the `average_discount_used`÷10000.
186,6a90820ce3f0a4f45f0632fa12b6b9b5,`revenue` is smaller than the `average_discount_used`÷10000.
187,ff28b3db07a45596207376edf10f5d95,`revenue` is smaller than the `average_discount_used`÷10000.
188,1690ec643508a1dfc9258cddaeed87cc,`revenue` is smaller than the `average_discount_used`÷10000.
189,7b1412e7cedb6671a68bd0511553e6de,`revenue` is smaller than the `average_discount_used`÷10000.
190,37b1991dd794f34603d3fb85d018f74e,`revenue` is smaller than the `average_discount_used`÷10000.
191,30314ae63ab1bbaf9cf464e51f25ea91,`revenue` is smaller than the `average_discount_used`÷10000.
192,c55e34c8bf1a71bef4c518ea274cc7f7,`revenue` is smaller than the `average_discount_used`÷10000.
193,99693c11ecc20d973e9aa0351ca47f6b,`revenue` is smaller than the `average_discount_used`÷10000.
194,c1c42ee28a828acc52baf24ae8c34e73,`revenue` is smaller than the `average_discount_used`÷10000.
195,394f75923a66a66467069197ebbeb51e,`revenue` is smaller than the `average_discount_used`÷10000.
196,62a2f0778babb72ce476a2225f72f0e2,`revenue` is smaller than the `average_discount_used`÷10000.
197,b2a0d6557acda338f16fd3ddef552bde,`revenue` is smaller than the `average_discount_used`÷10000.
198,5a27177ddc4802625263e2b75cf736de,`revenue` is smaller than the `average_discount_used`÷10000.
199,7e81b602035e3aec0afeea1029d11b99,`revenue` is smaller than the `average_discount_used`÷10000.
200,e86901891a883c8d0cc4ca85c1051f47,`revenue` is smaller than the `average_discount_used`÷10000.
201,f170124a87893febcad62f6d3eb71b23,`revenue` is smaller than the `average_discount_used`÷10000.
202,b956345470dff32d76c836c9857ff61f,`revenue` is smaller than the `average_discount_used`÷10000.
203,32417b435a0ba214795fc54453358350,`revenue` is smaller than the `average_discount_used`÷10000.
204,a7a61cfd19eae5ed60098f9028fc0f98,`revenue` is smaller than the `average_discount_used`÷10000.
205,1640d5947544ecadc928a175866286be,`revenue` is smaller than the `average_discount_used`÷10000.
206,9bdb4ad76f82fc81ff86ced6a56138ff,`revenue` is smaller than the `average_discount_used`÷10000.
207,08219876aa663f6c93a11a5fe3f35191,`revenue` is smaller than the `average_discount_used`÷10000.
208,3941aaa2d8b7d5bcf4ab61866f5b7328,`revenue` is smaller than the `average_discount_used`÷10000.
209,866c22d80026c8fe86d519729cbfead3,`revenue` is smaller than the `average_discount_used`÷10000.
210,ec3e81f9859bdbcfb34ad6352047260d,`revenue` is smaller than the `average_discount_used`÷10000.
211,e87883433f6b728d57f791ede96ae7b1,`revenue` is smaller than the `average_discount_used`÷10000.
212,76f0d4736e6e05ff7049603eddf993b2,`revenue` is smaller than the `average_discount_used`÷10000.
213,1f0323ccd2a0f6a53e54ff8e4e3856cc,`revenue` is smaller than the `average_discount_used`÷10000.
214,f8c33525428ddda5462fe13246728afd,`revenue` is smaller than the `average_discount_used`÷10000.
215,4602bbf40de098bc219ec0ab71d34ec0,`revenue` is smaller than the `average_discount_used`÷10000.
216,5ece360e6bc98f60929754913229994f,`revenue` is smaller than the `average_discount_used`÷10000.
217,4a71e6145c62d130add9426aebd321c6,`revenue` is smaller than the `average_discount_used`÷10000.
218,34c4ef62b603031a4f4dc6a5dd907dfa,`revenue` is smaller than the `average_discount_used`÷10000.
219,06bdd27cef721a7eb0cfcf38e199a40d,`revenue` is smaller than the `average_discount_used`÷10000.
220,9712c3580adad486856db7c7b598984e,`revenue` is smaller than the `average_discount_used`÷10000.
221,69dd4319a4ce5b786e23226b2d1b65ca,`revenue` is smaller than the `average_discount_used`÷10000.
222,1640eea974ca35591f95ef56280675b0,`revenue` is smaller than the `average_discount_used`÷10000.
223,b08c79b0065dd5e5984cb03852100321,`revenue` is smaller than the `average_discount_used`÷10000.
224,dac9befd961502ba9b82e045d9d75ca4,`revenue` is smaller than the `average_discount_used`÷10000.
225,b70624680fd4a38aac1aec251d34e095,`revenue` is smaller than the `average_discount_used`÷10000.
226,a06b8117b87003a7552fcf92906690bb,`revenue` is smaller than the `average_discount_used`÷10000.
227,b1d81a0826fb7c7bd7be5601139d2964,`revenue` is smaller than the `average_discount_used`÷10000.
228,0191229713bc4ad524803eb2d766c4a5,`revenue` is smaller than the `average_discount_used`÷10000.
229,fc0d27585d933e4cbf05046e7085d3d2,`revenue` is smaller than the `average_discount_used`÷10000.
230,673bf25e26a280bf0a2b80cb82381f48,`revenue` is smaller than the `average_discount_used`÷10000.
231,af6341d265dbe590b1f090a021bee4a3,`revenue` is smaller than the `average_discount_used`÷10000.
232,4d855fcdf3dec3b392cf0e2ee7dedb40,`revenue` is smaller than the `average_discount_used`÷10000.
233,26f1c575ccbca1c9054eeec2d0981827,`revenue` is smaller than the `average_discount_used`÷10000.
234,276e98911a08174d69cd1deab173489b,`revenue` is smaller than the `average_discount_used`÷10000.
235,a98d797991487180db73ea1e42c405d5,`revenue` is smaller than the `average_discount_used`÷10000.
236,c16b75d0195725a3de780393c8061fcd,`revenue` is smaller than the `average_discount_used`÷10000.
237,eedf70ae33203e5f82a3674df5c29b72,`revenue` is smaller than the `average_discount_used`÷10000.
238,074652c7c977c0414e2d29358d39ea59,`revenue` is smaller than the `average_discount_used`÷10000.
239,9e787088527038632e02714278aa3e29,`revenue` is smaller than the `average_discount_used`÷10000.
240,770fbfff682ae2cd4187031c5f1a6ddb,`revenue` is smaller than the `average_discount_used`÷10000.
241,b1ad5cde1a03b1a1766458956a7d3dc3,`revenue` is smaller than the `average_discount_used`÷10000.
242,9b1c92fcf8d3c94348ce930915d3e3de,`revenue` is smaller than the `average_discount_used`÷10000.
243,08eedb2e0809f38e985381cbbbabf1e1,`revenue` is smaller than the `average_discount_used`÷10000.
244,56d1ea78c26dd6e94aa5bd046a6a614d,`revenue` is smaller than the `average_discount_used`÷10000.
245,3b620d8c2e10d7ee3ba080f05e39dd34,`revenue` is smaller than the `average_discount_used`÷10000.
246,29ab1eae162679835b2d4aa34d641e61,`revenue` is smaller than the `average_discount_used`÷10000.
247,95799ee4d23c4d911909a59559b6eff9,`revenue` is smaller than the `average_discount_used`÷10000.
248,c4638d18687b38165bf4548c1f70b0bf,`revenue` is smaller than the `average_discount_used`÷10000.
249,b0ac19f137953df041612685ad37914a,`revenue` is smaller than the `average_discount_used`÷10000.
250,ab322eb4ad4c267cd90102ce55a6c5ec,`revenue` is smaller than the `average_discount_used`÷10000.
251,1e378db4a7af8f2656c05683f64237a2,`revenue` is smaller than the `average_discount_used`÷10000.
252,67f52518cc6f70a3cdb55ccb6a9f154e,`revenue` is smaller than the `average_discount_used`÷10000.
253,420aafcaa6754ed3ed70581672c97539,`revenue` is smaller than the `average_discount_used`÷10000.
254,1420a8a1698b868c5c9073c0c8030f8f,`revenue` is smaller than the `average_discount_used`÷10000.
255,08be9624cbc8691226314cc9aca7d656,`revenue` is smaller than the `average_discount_used`÷10000.
256,aa928e8359c7fc1c3c40b80de6f9f6a2,`revenue` is smaller than the `average_discount_used`÷10000.
257,5a339c04693983ab438f112ec287bae1,`revenue` is smaller than the `average_discount_used`÷10000.
258,97917bb97411511e433dbc016bae9a54,`revenue` is smaller than the `average_discount_used`÷10000.
259,6fec3766069d8ebe741041be5ae39ed5,`revenue` is smaller than the `average_discount_used`÷10000.
260,a95af613bceb7f0395079b16bb85678e,`revenue` is smaller than the `average_discount_used`÷10000.
261,9d13a8c73cfc06edd15509ac05b77716,`revenue` is smaller than the `average_discount_used`÷10000.
262,01dcbf6d345c44e2598c801a10db80f2,`revenue` is smaller than the `average_discount_used`÷10000.
263,c7cc3947701cf63dd4463b5efcb6f98f,`revenue` is smaller than the `average_discount_used`÷10000.
264,98a5735b0e01f8a1a93d99eb927aae7d,`revenue` is smaller than the `average_discount_used`÷10000.
265,2cd01d012d80fe0e61c71db2c01b9023,`revenue` is smaller than the `average_discount_used`÷10000.
266,a5685448ed1f588a4a3979d416b031d5,`revenue` is smaller than the `average_discount_used`÷10000.
267,a8f8e3452861e2a83ee203c84dbc5248,`revenue` is smaller than the `average_discount_used`÷10000.
268,fd38ed12a935da3523795ada518d88ad,`revenue` is smaller than the `average_discount_used`÷10000.
269,71be1a7cfd703f90ebf36ecaeca0222f,`revenue` is smaller than the `average_discount_used`÷10000.
270,4f5b9bc3e6b2c6f7584ea415c6f93523,`revenue` is smaller than the `average_discount_used`÷10000.
271,f84a9a5d4140c9aa7bd7fee87c27de28,`revenue` is smaller than the `average_discount_used`÷10000.
272,30bb2dcc1e8dbc2843c04ae0a22b86c9,`revenue` is smaller than the `average_discount_used`÷10000.
273,a8d62379a62ff70ae36b37c9ff20e434,`revenue` is smaller than the `average_discount_used`÷10000.
274,fdeb9db7798181de558607f8f8e329af,`revenue` is smaller than the `average_discount_used`÷10000.
275,4ff15b377679469cfc3c66a51089b738,`revenue` is smaller than the `average_discount_used`÷10000.
276,558cc6cfde8ff2269f5fec872e9b0c1e,`revenue` is smaller than the `average_discount_used`÷10000.
277,93be9d93542d49f358092537d4f772c3,`revenue` is smaller than the `average_discount_used`÷10000.
278,bdf0ed600803b208fb3c4e8d330ede46,`revenue` is smaller than the `average_discount_used`÷10000.
279,ef7965c272a4ed090f8ed2a72cdcf93d,`revenue` is smaller than the `average_discount_used`÷10000.
280,9bde7cbf46ec287186d3c3cefb7e4880,`revenue` is smaller than the `average_discount_used`÷10000.
