customer_id,n_clusters_2,n_clusters_3,n_clusters_4,n_clusters_5
248f2814c43528d39b7c38ead15bd043,1,1,3,3
88aa0e9b111baa960075bc828a40a2dc,1,1,1,1
e9ec235022d53447324378c686550b8f,0,0,0,4
57f5968aea4c6eb8327ccca76d03b951,1,1,3,3
ac2c7cea5d1d8467ef5758733d87fcc9,0,0,0,4
96298faef5548b71ec0f91b0b1ca2176,1,1,3,3
6f38fd19b1331530aae287453b015f1f,1,0,3,0
fbfe50b8b66099a22232d95074e42d10,1,1,1,1
39d25131f23a2277624cbf1eeda578f5,1,1,1,1
78559d37ebaf943e7282aa32e6357f14,1,1,3,3
b15a93dfcce0ebadf732a08cb1365225,1,1,3,3
4f0f5e5d6b9266b5241653649b1c6d49,1,2,1,1
e0ab8da94b8e4c5eeeac0ef7ae44ea03,1,1,1,1
12e57be9d1809b731dabd96fd2d44e8c,1,1,3,3
18b18944a839923e79005bfdef48b38d,1,0,3,0
2390f714ccf347af8ef5ac8a6780c0be,1,1,3,3
ae6a70d90b0e0eaaf4c0b91e19af7ec6,1,1,3,3
8dda73169e38a63342aca29c11e1433a,1,1,3,3
71188cbb9441bc06c66b9cc9f7e48d7f,1,1,1,1
971a783dd349a167ea09651045fc65fc,1,1,3,3
1994c95b7b1d6684d846b85bf55e80ea,1,2,1,1
1f9b06345093255141656e1978bdd496,1,2,1,1
06abd4e37ced99ac6e292873a8c891e7,0,2,2,2
8ffcfb26f61423a5e812d89824dcea14,1,1,1,1
af1c645b270d897b79fb992ddce91769,0,0,0,4
7772188093ba08fb269f032cf7e00251,0,2,2,2
3f316078ec0d02a454eff960d22eef30,0,2,2,2
52bfeca0c438430de21e1c2cac10bdcd,1,1,1,1
bd2d01a5f8be94b7161770ff4ca0d6b0,1,2,1,1
99389cdb5c587d79d1e9cc1e46a555d3,1,1,1,1
a5253cab3e8d9d97f78da650f1ce77f8,1,1,3,3
5d983213c560704ae0991df9c09c8dcb,1,1,3,3
af2a73b69cd9d10facb3018df8d5a17a,1,2,1,1
c9c4be77695f078c663b949703b71cbe,1,1,3,3
780b87cf2b8be59b537c8be7926ab904,1,1,1,1
ea3f0bf699781561f24ec94bfca87d17,1,1,1,1
d358a11cbb9e577d4dea8e15d739f265,0,2,2,2
b3730dbc5d0a3b95227cfb29737fca07,1,1,3,3
9b97ed545ce7617b86db4a470d8f6d4f,1,1,3,3
ef650498047bf098f122f98ba63e55b5,0,0,0,4
77edbca16b27d80e6da0f32c0d933863,1,1,3,3
64798f6496d2efb9160146a82d118433,1,1,3,3
c71b1675f4473ba1ad94ff51d9a6afe6,1,1,1,1
f285cddc480a3276660883348b23e2bc,1,1,3,3
196dda5f26207d2d96614829db3edf54,1,0,3,0
7f17a08374159888c70cb442471b5d87,1,1,1,1
d14a9cff6c352ba02e4786df95fd0ec6,1,1,3,3
fae4495c7aed6f0e1148e48c8ba0b132,1,1,3,3
ae1d52b26ec8ca8026b0f72119f0e43f,0,0,0,4
e77a07a91537636f75ff0c509abb7860,0,2,2,2
b1096c03184da237727567d187361972,1,1,1,1
72fb0dd7bbc4ae78cd5fb10567ea0d58,0,0,0,4
278ff72189b2de4ea2bd2f3e319ac477,0,0,0,4
97b7262181265708cf9acc20763c0041,1,1,1,1
ce106c69d3e9a0f35b470117b0e97738,1,2,1,1
0c4c934fcabe96b1d724bffe5f62be24,0,0,0,4
f29e8dfbc8b778898b24022540e87fe9,1,2,1,1
bb1f99b20ec4a56e551276e18b8b3578,1,1,3,3
639da1003d5a4fd6125556e9e9f63752,1,1,3,3
52716e8a97c214c931d651e5fdb6fab8,1,1,3,3
3338a9091cd75a8d5ebffcc439f6ccd4,1,2,1,1
1ba63918cd8aed26bb11088217064a55,1,1,1,1
3a2d549a4b4dd2255fa77861231d19dd,0,2,2,2
b3fd38f0a838e63a36ceb2b4733e402b,1,1,1,1
366366aa4976ab883c2a57d14ddd8a5a,0,0,0,4
a580a0c5e714e3b1d4560f8cde89fad1,1,0,3,0
f0e3beae320a9b0f602fd0a554ef788f,1,1,1,1
86774735323382706c516590772d1972,1,1,1,1
b34eca1a394003c0b3cd4858e6ad3b0b,1,1,3,3
7b48e1711596b58aca6ee0de699288ce,1,1,1,1
3d456e45d418ba639ac947622c5c6400,1,1,3,3
394e96cbb70608cee3ceeead0f36f0c9,0,2,2,2
16da7bf1b1e5dd1936961a6485f445ff,1,0,3,0
a9b5f60df9fe7d92f852e09ac1b44a6b,0,0,0,4
b3adc2b70c31ee3176808708a0c3b10b,0,0,0,4
089bb46102f3e03ebc8e6e87c9ccd6e5,1,1,3,3
0ee81e29cb131f4e9e60b389ca19daf5,1,1,3,3
11ce4fe720c237a438675196226fad50,1,1,1,1
a2f97ac472e3182ef600bc8611d2f1b3,0,2,2,2
47a05fb23e60643a033e52fa6cd97af0,1,1,3,3
6208f3b10319c9f076bcac6b63aa74a7,1,1,1,1
4b561a5777135d86fbb5d1b7e9595810,1,1,3,3
c8c41acc526cc36ddfbb6970a38c2cca,0,2,2,2
0e0608435beb305b599f30643239f808,1,1,3,3
eddb2d7957a43aff740ca7b05db8bcb2,1,1,3,3
f6395269573d6541efedb8adf13938f9,1,1,1,1
430ef608a3414de58fd3d382466556c8,1,1,3,3
50ab3050dfbc2575a051c676ca5b1c8e,1,2,1,1
16ecd3b71660ab062f7b6a6280f02203,0,0,0,4
e79e086bb8659a6a595e8bb8ff75824e,1,1,3,3
cc4cc915c78eee69b8cc7b1b8730649f,1,1,1,1
42b7a48b6e0412939e93cba683de83e8,1,2,1,1
2547b3c9e41eb8c1d5575895ec3623ab,0,0,0,4
c117b7349dffdaa3d076a0167c14061f,1,1,1,1
c88f6a9fea0285a29d708127208323d7,1,2,1,1
6ffcbd4b71884c2932b5ef992c435238,1,1,3,3
fbd5e91f433c512e06b0b866f088505f,0,0,0,4
cf330844000732f0e6a727344aada56b,0,0,0,4
5d03af0b12240fda660bdac95a099255,1,2,1,1
a2d5d963ff3c7ad3435665f68bbd4b0f,1,1,1,1
6b53b130ec08cffba7647fd284c36c65,1,1,1,1
376b0331acce0dba988c61596440843d,1,1,3,3
fd8ce76aee207f27d27720c8ee1bbe13,1,1,1,1
922d52a7acef8aeef8728f16e6ad2b4d,1,1,3,3
52da2852d9bc2ad17d9624ac76a6919e,0,2,2,2
fbbee70259275472a0bb22a67ebdb1ed,1,1,3,3
7e83f5b904ddc6f9e90b4ed1fb1a177d,0,2,2,2
5c11b2dd8a99559439dc9c71e8b7dc64,1,1,3,3
dbc767283caaa2cd6ee152efa69460bc,1,1,1,1
2001e2cf50af3a64808cf9ae88b48f29,1,1,3,3
2d96212e81c173468c5ea9aa3a2727ed,0,0,0,4
743a07f32ebf122aedcf594b48465811,1,0,3,0
f541c8259e1b890765898e9bb78a1c9c,1,2,1,1
4eb73e8a8eaf6fa2e8d4460a58566974,1,1,1,1
f8b31080b0dff8243ada8f6a8af394e3,1,0,3,0
697cf904929b74f0fd41a77d00010447,1,0,3,0
398b118bd9cf1db284439d6ad3f14aa2,0,2,2,2
0fc6b4f4bf07803fbc0c52697eda8b1e,1,2,1,1
3b50032a38bc0898f791d71c51ca0750,1,1,3,3
da83854859b03e811625958774e3330e,1,0,3,0
b60f69c0dc657e2a870a80970aa9b4f5,1,1,1,1
f4c31da25a2ac0fee43b56110e99ad14,0,2,2,2
fa5cdc4878781112c5e480cf39a22cf3,1,1,3,3
dea7d60960e03c7b1d376764f34ec397,0,0,0,4
eb8fa7aff2ea2dc756f7ea0223f2726d,1,1,3,3
60735d053045a769e81ad37e14276273,1,1,3,3
46af85abc715aca48205d8ba3155fce5,1,1,1,1
419e2ee52d4577cd50969d0315ea43e7,1,1,3,3
f6c0bc90eade7b14bd7c5f55acfff3a3,0,2,2,2
8fa7136883b895827860bb8cd5bf8896,0,0,0,4
054730f8fd1282933e4b85e98c747fde,1,1,1,1
72d139ac643b179e4d847d7931774527,1,1,1,1
0f2b5006008d9e5e631f816bdf9bc65b,0,0,0,4
7ef356a22aedd5567be3b2b256463866,1,1,3,3
19fc5468bc0a292292b6c9a2c742e1b1,1,1,3,3
57fc4e2f27066a39532751686c43ec2b,1,1,1,1
c04372a9684857ba22063eec78eb3204,1,2,1,1
b8e919e6f56c8370de43d6f17055f282,1,1,3,3
50b4e715de13f70272af7b26ca6410ed,1,1,3,3
0911721cc075d677b8ed067dfe3de1f3,1,1,3,3
08ee9be937b767bf01675aa39fc35984,1,2,1,1
b5d31f0ef7288255256a858fe7eaccdd,0,0,0,4
b83c12418116f30d0dd38708e7e8d08b,1,1,3,3
97b4451d34cf71f6bb536df65aa52f8a,1,1,1,1
162d192e5e00a3d1d6e7bb0c6bc84084,0,0,0,4
d8e895e167cd71414e41809c60f8be44,1,0,3,0
9faade531b95b8c2db094ad84df05be4,1,1,1,1
a54064fb5e17c55f8aa57b5b5b3ff181,1,1,3,3
663ab15e9ef66c67ec922cb26045999b,0,0,0,4
ab3360c22fb9f1be766092eda27a732e,1,2,1,1
e74480981347587f35d112494603f181,0,0,0,4
507edba6e24676bb4104d16f2228c1cc,1,1,1,1
fac76214cd695323393946365bac0806,1,1,3,3
cf1d8f8913f9d8623c0ab1f14aa6c9a5,1,1,3,3
ea07083cd47387ea379ded15afd5a3d3,1,1,1,1
36810b9e23fb80340ff82965edc64b9b,1,2,1,1
27ab9bdbbd92db1027129089629b62fb,1,1,3,3
d013ba5fba6a717ed595dc6a2972f209,1,1,3,3
5ddf24a813a68693c8f215a2726ff676,1,1,1,1
67e5a18e9e9e9d62c21899e3e96ad2f4,0,0,0,4
923f714fca001e49007beedcf1ca2731,1,1,1,1
f822560ddbe1ca33ba66b9cff9c2532f,1,1,3,3
45f352ddbc47a43c414e8a38e7918819,1,0,3,0
79215968181b0baa389c4b82857046a7,0,0,0,4
1fb61c926bdcfdf614357c732fa12ada,1,1,3,3
c910dba927831dc0237a528884b83562,0,0,0,4
bf9c8151656086617b2fab2d6b3e436c,1,1,1,1
1293bf102a8589969bfe46ff4f6b0b88,0,0,0,4
e470a7fc77ee39a8b07467b408c552f0,0,0,0,4
1bb5494b38dd8f921d7905c143834341,1,1,3,3
02aab7050b7723704eee62115114f4cd,1,2,1,1
5a4dec2100ffcad7148c6785543c02cf,1,2,1,1
7df90f3c89766752c2e24ffd72a92300,0,0,3,0
8533224f598d39f203964439c2b75280,1,2,1,1
ced7979e26dc424d7ecb2d7ee2ec960e,1,1,3,3
7d2574d0b30618d1dbf226554d6d3b8f,1,1,3,3
71261ef59d1ff6fa7e7a96b423357db1,0,2,2,2
140afc1d283dc79c48bfa90ee5f77097,1,1,1,1
727ad19307216905874cbc9328b2bb08,0,0,0,4
25b6fe7d419b5ebf83293acbfca62eb2,1,1,3,3
7e3f97d0de58ad4130ff3e21f6b2941d,1,1,3,3
2090e44fdf9d9eaa61a93529aa46a735,1,1,1,1
f54e02791e71b2cbf379b470c1ec4635,1,2,1,1
03f0a80dcad1a732ac474c9069a90eb6,1,1,3,3
3a849d310fd67e4c7a953325759ecf54,1,1,1,1
26476a377a0aac8cace09a7fdd10860c,1,1,1,1
bbbda7023f91da818b41300966c68d33,1,1,3,3
2ae9e5379014681c2c2173803be71550,1,1,1,1
a78a8ce1eee367e5195f3a5bf5df0ad1,1,1,3,3
8e86e334821be5b8065d629a963555f7,1,1,3,3
94d943f61858357a824c07d45405d666,1,0,3,0
55f6cf3636aacad5a86f039fdb88fee0,1,1,3,3
d7c32995d3c3cc26a3e5ad527a872799,1,1,3,3
e4a387acc70a80419b9c1cea5ad26c6b,1,2,1,1
e4448e10da70c21709ce61b4ff283aa2,1,1,1,1
b7df864c1d4bbeed552c67b0342e9a7f,1,1,3,3
bee7b89417cb2d8f8b06818fbe248073,1,1,3,3
334fbf3e56265222d75fcd24c3daa4f2,1,1,1,1
0d823c561235e2f048ff85698d9c4819,1,2,1,1
b52cd85bffd2b0558028bd62fc1cd675,1,1,3,3
3f3040463fed4b7e9845b51577bc9847,0,0,0,4
1a2c318e97389dd438072e9c59fcc45b,1,2,1,1
cea120a9fdfe3efff5fe51f0751b1107,0,2,2,2
d478a4242f78c06fbc61e0589f30b2fd,0,0,0,4
049c7a3c3aac1a6f7ee9d7868bc05d64,1,1,1,1
5bdc6adb849346679ed20d254c7e5751,1,1,3,3
fb55a8ff490e594e7bc9cdbd5386b37b,1,1,3,3
fcc137e46e147ea3d1e16f6db93eb35c,1,1,1,1
7a9365df0ee09ecc4d955436d937bed0,1,1,1,1
b1cde2f7ab558020cd9d76d3c8ff31c9,1,0,3,0
3ccce2b25b3dd8950c194f3767ad79d1,0,2,2,2
3bc63d1e6aafbb64afa2843594155cbb,1,2,1,1
b817d45cea268ba20f441effa4cb70ae,0,2,2,2
30e3cd1b73efd2ac28b4ec208cb9c35b,1,1,1,1
2f13012ff6037138ecc0905b1972c7ff,1,2,1,1
e55b2efd5c071c0bff929a43743ff8dc,1,1,1,1
c2514ab21111543950138b80111ede09,1,2,1,1
a6bd9ca38be80ebbb8dd109591102aa8,1,0,3,0
1bea3df03b15b330e6fd9497aa196dca,0,0,0,4
bdb2eb1469af54f558266b1e0e3056dc,0,2,2,2
1165995a1862afe9d88c8c8708243b16,1,0,3,0
3e0f7ca203c58f22a0578b8f32573dd2,0,0,0,4
b93733b861aff0ec978a5ff3b4749c56,1,1,1,1
4ce650e88f598c5ffffcaa09a8d0f346,1,2,1,1
05f414903a9daefc1a42aeccc3601555,1,1,1,1
7bfa57804f38abbb7bc65c22867b4f9c,1,0,3,0
9c199ccc18a91c42dc2401c1b4b0a978,0,2,2,2
773acff34d0bdd3c0a93ab3cf0b37f25,1,2,1,1
225c866e0e00165bdcab64d3c5800c93,1,2,1,1
c1edcb84cc0242d2065c73ff098a48e8,0,0,0,4
9209d930dc27b66985f2d7f741a5a50a,1,1,1,1
89241591faca519c3e8318cb499a9db8,1,1,1,1
10f933e833626b458e43d20328ccc8ff,1,1,3,3
081b63647a247f8eaabbb955da75876c,1,0,3,0
11a15991f6f1ea042b50702a6fe1794b,0,0,0,4
cdf739d3f3e8842fd534c4fd7b2c197f,0,2,2,2
19f3d39a37941deb7b38418b49ec1bf5,1,1,3,3
ec56253958d4088a52f4ff1e206f338f,1,1,3,3
c55919047726ebf8ebb1d6a06e86ec91,1,1,3,3
b48f398a0a09e38b4b77243555f94ea7,1,2,1,1
0a810bcbd7bbe1850da39e3ca474f945,0,0,0,4
bbf3ade78829f155e52de0a605db86d9,0,0,0,4
abca0a05e89b6eb1372e0924365ee8e9,0,2,2,2
e9dab81edd7232e7ebdd893d2189601e,1,2,1,1
9b7058b355d915ea6b3544fc97ee1a96,1,1,1,1
55ab0a4916f94eeb2b0d588d46265708,1,1,1,1
5571a55419b82a191462aed180ace7f6,0,0,0,4
fae26f222ceb820b5f3fa61127615392,1,1,3,3
f3f7a0e6038178184cdc31b9e0dbb6b1,1,1,3,3
664ddad4a18750070e9be64154791be0,1,1,1,1
0532c8a67106b0e38af5c653f7e01373,1,1,1,1
526762c4b6b1711f5c8b3a4fe81e24fe,1,0,3,0
6eb11a7b3096cd584f216e39f8f4173a,1,1,3,3
d0f514923a295b3a125e34a98f29665a,1,1,1,1
702c5f3376000a3ba8f8a2cbe17c64ef,1,1,3,3
17709a9f41f8f9cae9e33994185b21c7,1,1,3,3
4f994746153dbd124fe0c6ef5da17478,1,1,3,3
d3cac1bf11b51f4e532df8f1ddfb6d22,1,2,1,1
fbdbcdb86165c2e44bcd88eb820499b3,1,1,3,3
3d1d5015863e5e819b04bc6aaa8f990c,1,0,3,0
39b36268814bdd13ff7274468a48c070,1,1,3,3
86bb13f5a5916667e4938f110dca3666,1,1,1,1
1ba3a343669c460943ab590e50d2387d,1,1,1,1
4378559d71eb18c5ad4795727135e789,0,0,0,4
60795e54fda209f9afb2267d986de045,1,1,3,3
6e82d094fdf9216b4ddeb1c2f00b9491,1,2,1,1
c3e03ac8cfa6a1db4117c1114b9bcb51,1,2,1,1
688561c08fbbda3d8d58d79ff7ede63b,0,0,0,4
0711953a08b30635e51957ab0577fa9e,1,0,3,0
8282e76b3eb176f0acfa09792f4eec7e,1,2,1,1
dc11df0d19626713c4bc2a442b95a1c6,0,0,0,4
315cd5bc8d8a666941e3d16ebe9ade09,1,0,3,0
d7ef3050df8faba91ca07b09b2821d0d,1,1,3,3
091675d89bcc7467faed5e25a91ddac4,1,2,1,1
a1a831777340549f0125b1a0475299a6,1,1,3,3
65d2db5ec736480f0103d69e83a4298c,1,2,1,1
71013e8a2a4784d96c41e1bc4721e672,1,1,3,3
f7c2db9ee6dbd5532a535103acc20220,1,2,1,1
ebabf812c6959c65c9c6f36ce949a42b,1,0,3,0
e3c658a5c96054e820b222a6b271ca9e,1,1,3,3
3bb268dd8fb45fb3a854b89cdca09d73,1,2,1,1
67f77a3d7409096c0f9e72dd1a5dbae6,1,0,3,0
4aa0abeed242ef9dfbe49e420226465a,1,1,3,3
dd8110bba3df29302b739e15e503008c,1,1,3,3
db9f207eed842f18755c2bf09bee575b,1,1,1,1
c765a22b95d70296920f5e7a3617edc2,1,0,3,0
46df756ba580c33760c1e46c13a1544d,1,0,3,0
626dd444f2ba763eb18365413ae06a1c,1,1,1,1
90a68e438375079713e0776bb48dbb68,1,1,1,1
0c66d836238dd5d90af90c72747d5792,1,1,1,1
094c013762587c54cfc83a482fce3f5b,1,2,1,1
9bb376392f3d72e1e05d4158c1e5779c,1,1,3,3
f4c77d41f0e05627f23c15ab41b173f0,1,2,1,1
d950a16ac27f6225c4f55714a9f9e045,1,1,3,3
1f4528f8bf5afabd71e145968db92cb3,1,0,3,0
34c1a6aa79efc8cf95e7d15eaa1da0e9,1,1,1,1
a995fbfa7af9f038568fa5a2ca196a16,1,2,1,1
83cc33f2fa1a2b907d2c7d218e95ebfd,0,2,2,2
305eb49aa9d48309d5811b9f5dfb9e85,1,1,1,1
8a47bbe59de173877e9ff495c5043fe4,1,1,3,3
6e465637d7dcd55541041cb88a6f514a,1,0,3,0
360a75a744c683baba14a88985461afb,1,2,1,1
0136ba792b73c01871dd9b10646bcee6,1,1,1,1
7057606e28e35df794c2d255555f40a1,1,1,3,3
ac14a3a9ef83a06438a37a3fda5cdf1a,1,1,3,3
f78664d86a064731a3c0462355813290,1,0,3,0
8c31d48a0ae0c03f40ae7097ceec1f27,0,2,2,2
f92fe92f2e96a7481770d6c21f410bf9,0,2,2,2
6a7e1dd99500022068aa5066d8f5baf9,1,1,3,3
3dcfddea36964568dc2c60c252218802,0,0,0,4
f05b53be8e5729167dbfe8240725d373,1,1,1,1
29ed9af3f920229077468a849f6d8515,1,1,3,3
edf539066ed93e9494f1405d16996a6d,1,2,1,1
d1dfa2597b4350c8804794541de63fda,0,0,0,4
ba421f503f7cbd9603900004194761c6,1,1,1,1
76099b8239c51046beb1610e21fde606,1,0,3,0
d46be7aae1bc449938b4d4828f367fc0,1,1,3,3
a229e780ce9e818a568525709ecc17fc,1,1,3,3
38f332b0cc1e02359f5a020cfbb42b25,0,2,2,2
3798379f861d6d7c7b5d84ec3d5e66d7,1,0,3,0
89b28b2a691abe15e0f74e248b364f27,1,1,3,3
6b9b0ee6d9963d935f0ee645a411a823,1,2,1,1
93891f2de7c259dd70fa8f33557bba6c,1,1,3,3
267f11133c8323b27ddd86a3482d9ffe,1,1,1,1
a56e51fb1b102e00d3f68f4ed36bea81,1,1,3,3
3d07b06f3bbeda164505802c060bf5cc,1,1,3,3
9448c6a735e969bb084a9f696017e9bb,1,2,1,1
272017e6272536a5a390d8cc90fa9fa4,1,0,3,0
cfb6ba554ecd694d64d9caf485d78a4c,1,1,1,1
4fe2da6c65de94cd97081ba1911fcc70,1,1,1,1
dcdc6f2cb4e3a7c399310e701f543910,0,2,2,2
85dece0b6eb49288d5de33f955bebb1a,1,1,3,3
35ed4bf0a15ab57d37cd3708bf8184bd,1,2,1,1
83584f51b52307b98d3590f5329b3022,0,2,2,2
7298c3aa6b8883788e2021d62d83253d,0,2,2,2
8634a8d121f4ba5edb5732c1e95a9226,1,1,1,1
7397945c38cae294d9e4981b8915530c,1,1,1,1
2fc9bff55e2483006271b7a6c245832d,0,0,0,4
2eb26c5f95e4b1776a83f21940369ef9,1,0,3,0
a97be5845db4a33940074a0a2ddd2175,1,1,3,3
d9de3c398d9e816374609d690f8ec41a,1,1,3,3
de5f1e57af2d26f4358d1886bf56009b,1,1,1,1
ff1532333d3a06aff711c29f0d4852fc,1,1,3,3
c5b5273138543776011be45597288fa3,1,2,1,1
f2edec545d59659792a4a4e813aee4ab,1,2,1,1
eee25c6d0887f2824dcd93a85e43d3e8,1,2,1,1
986b1f3f8e9f765be673ae68eb676809,1,1,3,3
894ffac4dcaf6913839580e9a536bb2d,0,2,2,2
9b62e55daec6962a9b9567e7e460b78f,0,0,0,4
32e3f7de2a39549c0eff6c8b949eb9ea,1,1,3,3
566deb3335ddcc546486e64ea5f3ee61,1,1,3,3
61a3d820697addf3bb3a3810a9a8e64f,1,1,3,3
be2751950deecc9af6339f647264db20,1,1,3,3
66fdd1e47352963c97d5b58222d5bd4e,1,1,3,3
62c061f753fba1a66eb652d57561802c,0,0,0,4
ce5994fad124bd4de7e472df926811fc,0,2,2,2
08e9df91456db737c349e81e347f1159,0,2,2,2
6ae244423eea39297f5dfc627fc5c3a3,1,1,1,1
a756e5f6b4649ca36aaa653a9d558fc3,1,2,1,1
68b3e9e81d26bdbf2e5fcd2a1aaafdfc,1,2,3,0
599ef76f002fa328bbca0fd17def0994,0,0,0,4
2b7a42d21ade6d1ac912c71c6e024661,1,1,3,3
6c9ae6a63f5711ca1e4c34a7bfb40d00,1,1,3,3
057a06246f6853ea0116565b1da1bc9f,0,0,0,4
f14ff615762b9e212d4389e9e4345ec7,1,1,1,1
5e7441cd4b26046c8e3da9b057bc5506,1,1,3,3
71ebbc6833c418aada0c971b9001e67f,1,1,1,1
0bdaa847ebc8732ac42213846b12a94e,0,0,0,4
1861876d051e701f32249f724ae65807,1,1,3,3
d7fbe795eb4de11918a7e085569bba5c,1,1,3,3
29010e6c04adeb2677f6429745479a70,1,2,1,1
e096c6282f8215f530a4025cd145fabd,1,1,1,1
a1b1c39eda866cd14190e5b4b406e790,1,1,1,1
13b50731f98620064f8ffb259e3f56d0,0,0,0,4
7545a5804d642d299dbc8a7ae0d9625c,1,1,3,3
cfb567703ddbafcdc731c952f1e6add8,1,2,1,1
bcc3400c5a6945dc99dd70852419b358,1,1,1,1
44bde170c5c4607fd17144a31d44d4f6,1,2,1,1
10d9852994423558dfd1d2cf410fb958,1,1,1,1
267d5a302bdefe3dda0b83bd7f33fd39,1,2,1,1
